	num
《最高人民法院关于审理道路交通事故损害赔偿案件适用法律若干问题的解释》第十八条第一款第（二）项	51
《最高人民法院关于审理人身损害赔偿案件适用法律若干问题的解释》第一百二十一条	50
《最高人民法院关于道路交通损害赔偿司法解释》第十四条	50
《最高人民法院关于审理人身损害案件适用法律若干问题的解释》第十八条	50
《最高人民法院关于审理道路交通事故损坏赔偿案件适用法律若干问题的解释》第十六条	50
《最高人民法院关于确定民事侵权精神损害赔偿责任若干问题的解释》第十条第一款第（五）项	50
《最高人民法院关于审理道路交通事故损害赔偿案件司法解释》第十六条	50
《最高人民法院关于审理人身损害赔偿案件适用法律若干问题的解释》第十四条	50
《最高人民法院关于审理人身损害赔偿案件适用法律若干问题的解释》第一条第一款	49
《最高人民法院关于审理人身损害赔偿案件若干问题的解释》第三十条	49
《侵权责任法第二十二侵权责任法第二十二条	49
《国务院颁布的机动车交通事故责任强制保险条例》第二十一条第一款	48
《最高人民法院关于审理人身损害赔偿纠纷案件适用法律若干问题的解释》第二十一条第二款	48
《最高人民法院关于道路交通损害赔偿司法解释》第二十二条	48
《最高人民法院关于适用中华人民共和国侵权责任法》若干问题的解释第四条	47
《最高人民法院关于审理道路交通事故损害赔偿案件适用法律若干问题的解释》第九条	47
《最高人民法院关于适用﹤中华人民共和国保险法﹥若干问题的解释（二）》第十三条第一款	47
《最高人民法院关于审理道路交通事故损害赔偿案件适用法律若干问题》的解释第十六条	46
《最高人民法院关于审理道路交通事故损害赔偿案件适用法律若干问题的解释》第十七条第一款	46
《最高人民法院关于确定民事侵权责任精神损害赔偿若干问题的解释》第八条第二款	46
《最高人民法院关于审理道路交通事故赔偿案件适用法律若干问题的解释》第二十五条	46
《最高人民法院关于审理道路交通事故损害赔偿案件适用法律若干问题的解释》第十六条第一款第二项	45
《国务院机动车交通事故责任强制保险条例》第二十二条	44
《最高人民法院关于确定民事侵权精神损害责任若干问题的解释》第十条	43
《侵权责任法第十六侵权责任法第十六条	43
《最高人民法院关于审理人身损害赔偿案件适用若干问题的解释》第十九条	43
《最高人民法院关于审理人身损害赔偿纠纷案件若干问题的解释》第十七条第二款	43
《最高人民法院关于审理人身损害赔偿纠纷案件若干问题的解释》第十七条第一款	43
《最高人民法院关于适用简易程序审理民事案件的若干规定》第十四条	43
《最高人民法院关于审理人身损害赔偿案件案件适用法律若干问题的解释》第二十三条	43
《最高人民法院关于审理人身损害赔偿案件适用法律若干问题的解释》第二十一条第一第二款	42
《最高人民法院关于确定民事侵权精神损害责任若干问题的解释》第八条第二款	42
《最高人民法院关于审理人身损害赔偿案件使用法律若干问题的解释》第二十二条	42
《最高人民法院关于审理人身损害赔偿案件适用若干问题的解释》第二十一条	41
《最高院关于审理道路交通事故损害赔偿案件适用法律若干问题的解释》第十六条	41
《最高人民法院关于审理道路交通事故损害赔偿案件适用法律若干问题的解释》第十六条第（二）项	41
《最高人民法院关于审理人身损害赔偿纠纷案件若干问题的解释》第十八条	41
《最高人民法院关于适用中华人民共和国保险法》若干问题的解释（二）第十三条	41
《最高人民法院关于审理人身损害赔偿案件适用若干问题的解释》第二十条	41
《最高人民法院关于审理道路交通损害赔偿案件适用法律若干问题的解释》第二十二条	41
《最高人民法院关于道路损害赔偿案件适用法律若干问题的解释》第十六条	40
《最高人民法院关于人身损害赔偿案件适用法律若干问题的解释》第二十九条	40
《最高人民法院关于审理人身损害赔偿纠纷案件适用法律若干问题的解释》第二十三条第一款	39
《最高人民法院关于审理人身损害赔偿案件适用法律若干问题的解释》第28条	39
《最高人民法院关于审理道路交通事故损害赔偿案件适用法律适干问题的解释》第十六条	39
《最高人民法院关于确定民事侵权精神赔偿责任若干问题的解释》第十一条	39
《最高人民法院关于适用﹤中华人民共和国保险法﹥若干问题的解释（二）》第十三条	39
《最高人民法院关于审理人身损害赔偿案件适用法律若干问题的解释》第一条第二款	38
《最高人民法院关于适用〈中华人民共和国保险法〉若干问题的解释（二）》第十条	38
《最高人民法院关于民事诉讼证据的若干规定》第七十一条	38
《最高某某法院关于审理人身损害赔偿案件适用法律若干问题的解释》第十九条	38
《最高人民法院关于道路交通损害赔偿司法解释》第十九条	38
《国务院机动车交通事故责任强制保险条例》第二十三条第（一）款	38
《最高人民法院关于审理人身损害赔偿案件使用法律若干问题的解释》第十七条	38
《最高人民法院关于审理道路交通事故损害赔偿案件适用法律若干问题的解释》第七条	38
《国务院颁布的机动车交通事故责任强制保险条例》第二十三条第一款	38
《最高人民法院关于审理人身损害赔偿案件适用法律若干问题的解释》第十二条	38
《最高人民法院关于审理人身损害赔偿案件适用若干问题的解释》第二十二条	38
《最高人民法院关于适用﹤中华人民共和国保险法﹥若干问题的解释（二）》第十一条	37
《最高人民法院﹤关于审理人身损害赔偿案件适用法律若干问题的解释﹥》第二十九条	37
